,0
272,"[(0, 7), (0, 9), (0, 10), (0, 13), (0, 18), (0, 20), (0, 25), (0, 27), (1, 7), (1, 10), (1, 17), (1, 25), (2, 7), (2, 15), (2, 21), (2, 22), (3, 7), (3, 10), (3, 11), (3, 16), (3, 19), (3, 26), (3, 29), (4, 6), (4, 7), (4, 10), (4, 12), (4, 21), (4, 24), (5, 6), (5, 7), (5, 8), (5, 10), (5, 14), (5, 23), (5, 28), (6, 7), (6, 8), (6, 10), (6, 14), (6, 22), (6, 23), (6, 24), (6, 28), (7, 8), (7, 9), (7, 10), (7, 11), (7, 12), (7, 13), (7, 14), (7, 15), (7, 16), (7, 17), (7, 18), (7, 19), (7, 20), (7, 21), (7, 22), (7, 23), (7, 24), (7, 25), (7, 26), (7, 27), (7, 28), (7, 29), (8, 10), (8, 14), (8, 23), (8, 28), (9, 10), (9, 13), (9, 18), (9, 20), (9, 25), (9, 27), (10, 11), (10, 12), (10, 13), (10, 14), (10, 16), (10, 17), (10, 18), (10, 19), (10, 20), (10, 21), (10, 23), (10, 24), (10, 25), (10, 26), (10, 27), (10, 28), (10, 29), (11, 16), (11, 19), (11, 26), (11, 29), (12, 21), (12, 24), (13, 18), (13, 20), (13, 27), (14, 23), (14, 24), (14, 28), (15, 21), (15, 22), (16, 19), (16, 26), (16, 29), (17, 25), (18, 20), (18, 21), (18, 27), (19, 26), (19, 29), (20, 27), (21, 22), (21, 24), (21, 29), (23, 28), (26, 29)]"
273,"[(0, 3), (0, 6), (0, 7), (0, 8), (1, 2), (1, 4), (1, 5), (1, 6), (1, 9), (2, 4), (2, 5), (2, 6), (2, 9), (3, 6), (3, 7), (3, 8), (4, 5), (4, 6), (4, 9), (5, 6), (5, 9), (6, 7), (6, 8), (6, 9), (7, 8)]"
274,"[(0, 15), (0, 17), (0, 21), (1, 3), (1, 8), (1, 9), (1, 10), (1, 11), (1, 17), (2, 4), (2, 14), (2, 17), (2, 18), (2, 23), (3, 8), (3, 9), (3, 10), (3, 11), (3, 17), (4, 14), (4, 17), (4, 18), (4, 23), (5, 6), (5, 14), (5, 17), (5, 18), (5, 20), (5, 22), (6, 8), (6, 14), (6, 17), (6, 18), (6, 20), (7, 16), (7, 17), (7, 19), (8, 9), (8, 10), (8, 11), (8, 17), (8, 18), (9, 10), (9, 11), (9, 17), (10, 11), (10, 17), (11, 17), (12, 13), (12, 17), (12, 22), (13, 17), (13, 22), (14, 17), (14, 18), (14, 23), (15, 17), (15, 21), (16, 17), (16, 19), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23), (18, 20), (18, 23)]"
275,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (5, 6), (5, 7), (5, 8), (5, 9), (6, 7), (6, 8), (6, 9), (7, 8), (7, 9), (8, 9)]"
276,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
277,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (1, 2), (1, 3), (1, 7), (1, 8), (1, 10), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (3, 7), (3, 8), (3, 10), (4, 5), (4, 6), (4, 8), (4, 9), (4, 11), (5, 6), (5, 8), (5, 9), (5, 11), (6, 8), (6, 9), (6, 11), (7, 8), (7, 10), (8, 9), (8, 10), (8, 11), (9, 11)]"
278,"[(0, 3), (0, 4), (0, 12), (0, 13), (0, 16), (0, 22), (0, 33), (0, 37), (1, 9), (1, 15), (1, 28), (1, 36), (1, 37), (1, 38), (2, 11), (2, 21), (2, 24), (2, 30), (2, 35), (2, 37), (3, 4), (3, 12), (3, 13), (3, 16), (3, 22), (3, 33), (3, 37), (4, 12), (4, 13), (4, 16), (4, 22), (4, 33), (4, 37), (5, 20), (5, 25), (5, 26), (5, 29), (5, 37), (6, 17), (6, 27), (6, 31), (6, 34), (6, 37), (7, 8), (7, 18), (7, 23), (7, 37), (7, 39), (8, 18), (8, 23), (8, 37), (8, 39), (9, 15), (9, 28), (9, 36), (9, 37), (9, 38), (10, 14), (10, 19), (10, 32), (10, 37), (11, 21), (11, 24), (11, 30), (11, 35), (11, 37), (12, 13), (12, 16), (12, 22), (12, 33), (12, 37), (13, 16), (13, 22), (13, 33), (13, 37), (14, 19), (14, 32), (14, 37), (15, 28), (15, 36), (15, 37), (15, 38), (16, 22), (16, 33), (16, 37), (17, 27), (17, 31), (17, 34), (17, 37), (18, 23), (18, 37), (18, 39), (19, 32), (19, 37), (20, 25), (20, 26), (20, 29), (20, 37), (21, 24), (21, 30), (21, 35), (21, 37), (22, 33), (22, 37), (23, 37), (23, 39), (24, 30), (24, 35), (24, 37), (25, 26), (25, 29), (25, 37), (26, 29), (26, 37), (27, 31), (27, 34), (27, 37), (28, 36), (28, 37), (28, 38), (29, 37), (30, 35), (30, 37), (31, 34), (31, 37), (32, 37), (33, 37), (34, 37), (35, 37), (36, 37), (36, 38), (37, 38), (37, 39)]"
279,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 9), (0, 10), (0, 12), (0, 14), (0, 16), (0, 17), (1, 2), (1, 3), (1, 4), (1, 5), (1, 9), (1, 10), (1, 12), (1, 14), (1, 16), (1, 17), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (3, 4), (3, 5), (3, 9), (3, 10), (3, 12), (3, 14), (3, 16), (3, 17), (4, 5), (4, 9), (4, 10), (4, 12), (4, 14), (4, 16), (4, 17), (5, 9), (5, 10), (5, 12), (5, 14), (5, 16), (5, 17), (6, 7), (6, 8), (6, 9), (6, 10), (6, 11), (6, 13), (6, 15), (7, 8), (7, 9), (7, 10), (7, 11), (7, 13), (7, 15), (8, 9), (8, 10), (8, 11), (8, 13), (8, 15), (9, 10), (9, 11), (9, 12), (9, 13), (9, 14), (9, 15), (9, 16), (9, 17), (10, 11), (10, 12), (10, 13), (10, 14), (10, 15), (10, 16), (10, 17), (11, 13), (11, 15), (12, 14), (12, 16), (12, 17), (13, 15), (14, 16), (14, 17), (16, 17)]"
280,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
281,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 11), (1, 12), (1, 13), (1, 14), (1, 15), (1, 16), (1, 17), (1, 18), (1, 19), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (2, 18), (2, 19), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (3, 13), (3, 14), (3, 15), (3, 16), (3, 17), (3, 18), (3, 19), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13), (4, 14), (4, 15), (4, 16), (4, 17), (4, 18), (4, 19), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (5, 12), (5, 13), (5, 14), (5, 15), (5, 16), (5, 17), (5, 18), (5, 19), (6, 7), (6, 8), (6, 9), (6, 10), (6, 11), (6, 12), (6, 13), (6, 14), (6, 15), (6, 16), (6, 17), (6, 18), (6, 19), (7, 8), (7, 9), (7, 10), (7, 11), (7, 12), (7, 13), (7, 14), (7, 15), (7, 16), (7, 17), (7, 18), (7, 19), (8, 9), (8, 10), (8, 11), (8, 12), (8, 13), (8, 14), (8, 15), (8, 16), (8, 17), (8, 18), (8, 19), (9, 10), (9, 11), (9, 12), (9, 13), (9, 14), (9, 15), (9, 16), (9, 17), (9, 18), (9, 19), (10, 11), (10, 12), (10, 13), (10, 14), (10, 15), (10, 16), (10, 17), (10, 18), (10, 19), (11, 12), (11, 13), (11, 14), (11, 15), (11, 16), (11, 17), (11, 18), (11, 19), (12, 13), (12, 14), (12, 15), (12, 16), (12, 17), (12, 18), (12, 19), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (13, 19), (14, 15), (14, 16), (14, 17), (14, 18), (14, 19), (15, 16), (15, 17), (15, 18), (15, 19), (16, 17), (16, 18), (16, 19), (17, 18), (17, 19), (18, 19)]"
282,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 11), (1, 12), (1, 13), (1, 14), (1, 15), (1, 16), (1, 17), (1, 18), (1, 19), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (2, 18), (2, 19), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (3, 13), (3, 14), (3, 15), (3, 16), (3, 17), (3, 18), (3, 19), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13), (4, 14), (4, 15), (4, 16), (4, 17), (4, 18), (4, 19), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (5, 12), (5, 13), (5, 14), (5, 15), (5, 16), (5, 17), (5, 18), (5, 19), (6, 7), (6, 8), (6, 9), (6, 10), (6, 11), (6, 12), (6, 13), (6, 14), (6, 15), (6, 16), (6, 17), (6, 18), (6, 19), (7, 8), (7, 9), (7, 10), (7, 11), (7, 12), (7, 13), (7, 14), (7, 15), (7, 16), (7, 17), (7, 18), (7, 19), (8, 9), (8, 10), (8, 11), (8, 12), (8, 13), (8, 14), (8, 15), (8, 16), (8, 17), (8, 18), (8, 19), (9, 10), (9, 11), (9, 12), (9, 13), (9, 14), (9, 15), (9, 16), (9, 17), (9, 18), (9, 19), (10, 11), (10, 12), (10, 13), (10, 14), (10, 15), (10, 16), (10, 17), (10, 18), (10, 19), (11, 12), (11, 13), (11, 14), (11, 15), (11, 16), (11, 17), (11, 18), (11, 19), (12, 13), (12, 14), (12, 15), (12, 16), (12, 17), (12, 18), (12, 19), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (13, 19), (14, 15), (14, 16), (14, 17), (14, 18), (14, 19), (15, 16), (15, 17), (15, 18), (15, 19), (16, 17), (16, 18), (16, 19), (17, 18), (17, 19), (18, 19)]"
283,"[(0, 1), (0, 2), (0, 7), (0, 8), (0, 9), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (2, 7), (2, 8), (2, 9), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6), (7, 8), (7, 9), (8, 9)]"
284,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (4, 5), (4, 6), (4, 7), (4, 8), (5, 6), (5, 7), (5, 8), (6, 7), (6, 8), (7, 8)]"
285,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
286,"[(0, 2), (0, 3), (0, 4), (0, 13), (0, 16), (0, 17), (1, 5), (1, 8), (1, 9), (1, 11), (1, 12), (1, 13), (1, 14), (2, 3), (2, 4), (2, 13), (2, 16), (2, 17), (3, 4), (3, 13), (3, 16), (3, 17), (4, 13), (4, 16), (4, 17), (5, 8), (5, 9), (5, 11), (5, 12), (5, 13), (5, 14), (6, 7), (6, 10), (6, 13), (6, 15), (7, 10), (7, 13), (7, 15), (8, 9), (8, 11), (8, 12), (8, 13), (8, 14), (9, 11), (9, 12), (9, 13), (9, 14), (10, 13), (10, 15), (11, 12), (11, 13), (11, 14), (12, 13), (12, 14), (13, 14), (13, 15), (13, 16), (13, 17), (16, 17)]"
287,"[(0, 1), (0, 4), (0, 7), (0, 8), (0, 9), (0, 12), (0, 14), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 11), (1, 12), (1, 13), (1, 14), (2, 3), (2, 5), (2, 6), (2, 10), (2, 11), (2, 13), (3, 5), (3, 6), (3, 10), (3, 11), (3, 13), (4, 7), (4, 8), (4, 9), (4, 12), (4, 14), (5, 6), (5, 10), (5, 11), (5, 13), (6, 10), (6, 11), (6, 13), (7, 8), (7, 9), (7, 12), (7, 14), (8, 9), (8, 12), (8, 14), (9, 12), (9, 14), (10, 11), (10, 13), (11, 13), (12, 14)]"
288,"[(0, 1), (0, 5), (0, 7), (0, 8), (1, 5), (1, 7), (1, 8), (2, 3), (2, 4), (2, 6), (2, 7), (3, 4), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7), (5, 8), (6, 7), (7, 8)]"
289,"[(0, 1), (0, 4), (0, 5), (0, 6), (0, 9), (0, 10), (1, 4), (1, 5), (1, 6), (1, 9), (1, 10), (2, 3), (2, 6), (2, 7), (2, 8), (2, 11), (3, 6), (3, 7), (3, 8), (3, 11), (4, 5), (4, 6), (4, 9), (4, 10), (5, 6), (5, 9), (5, 10), (6, 7), (6, 8), (6, 9), (6, 10), (6, 11), (7, 8), (7, 11), (8, 11), (9, 10)]"
290,"[(0, 1), (0, 2), (0, 9), (0, 14), (0, 15), (1, 2), (1, 9), (1, 14), (1, 15), (2, 9), (2, 14), (2, 15), (3, 5), (3, 10), (3, 14), (3, 17), (3, 18), (4, 6), (4, 8), (4, 11), (4, 14), (5, 10), (5, 14), (5, 17), (5, 18), (6, 8), (6, 11), (6, 14), (7, 12), (7, 13), (7, 14), (7, 16), (7, 19), (8, 11), (8, 14), (9, 14), (9, 15), (10, 14), (10, 17), (10, 18), (11, 14), (12, 13), (12, 14), (12, 16), (12, 19), (13, 14), (13, 16), (13, 19), (14, 15), (14, 16), (14, 17), (14, 18), (14, 19), (16, 19), (17, 18)]"
291,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
292,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 11), (1, 12), (1, 13), (1, 14), (1, 15), (1, 16), (1, 17), (1, 18), (1, 19), (1, 20), (1, 21), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (2, 18), (2, 19), (2, 20), (2, 21), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (3, 13), (3, 14), (3, 15), (3, 16), (3, 17), (3, 18), (3, 19), (3, 20), (3, 21), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13), (4, 14), (4, 15), (4, 16), (4, 17), (4, 18), (4, 19), (4, 20), (4, 21), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (5, 12), (5, 13), (5, 14), (5, 15), (5, 16), (5, 17), (5, 18), (5, 19), (5, 20), (5, 21), (6, 7), (6, 8), (6, 9), (6, 10), (6, 11), (6, 12), (6, 13), (6, 14), (6, 15), (6, 16), (6, 17), (6, 18), (6, 19), (6, 20), (6, 21), (7, 8), (7, 9), (7, 10), (7, 11), (7, 12), (7, 13), (7, 14), (7, 15), (7, 16), (7, 17), (7, 18), (7, 19), (7, 20), (7, 21), (8, 9), (8, 10), (8, 11), (8, 12), (8, 13), (8, 14), (8, 15), (8, 16), (8, 17), (8, 18), (8, 19), (8, 20), (8, 21), (9, 10), (9, 11), (9, 12), (9, 13), (9, 14), (9, 15), (9, 16), (9, 17), (9, 18), (9, 19), (9, 20), (9, 21), (10, 11), (10, 12), (10, 13), (10, 14), (10, 15), (10, 16), (10, 17), (10, 18), (10, 19), (10, 20), (10, 21), (11, 12), (11, 13), (11, 14), (11, 15), (11, 16), (11, 17), (11, 18), (11, 19), (11, 20), (11, 21), (12, 13), (12, 14), (12, 15), (12, 16), (12, 17), (12, 18), (12, 19), (12, 20), (12, 21), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (13, 19), (13, 20), (13, 21), (14, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (15, 16), (15, 17), (15, 18), (15, 19), (15, 20), (15, 21), (16, 17), (16, 18), (16, 19), (16, 20), (16, 21), (17, 18), (17, 19), (17, 20), (17, 21), (18, 19), (18, 20), (18, 21), (19, 20), (19, 21), (20, 21)]"
293,"[(0, 2), (0, 3), (0, 4), (0, 5), (0, 8), (0, 10), (1, 6), (1, 7), (1, 9), (1, 10), (2, 3), (2, 4), (2, 5), (2, 8), (2, 10), (3, 4), (3, 5), (3, 8), (3, 10), (4, 5), (4, 8), (4, 10), (5, 8), (5, 10), (6, 7), (6, 9), (6, 10), (7, 9), (7, 10), (8, 10), (9, 10)]"
294,"[(0, 1), (0, 11), (0, 14), (1, 11), (1, 14), (2, 3), (2, 6), (2, 8), (2, 11), (2, 12), (2, 17), (3, 6), (3, 8), (3, 11), (3, 12), (3, 17), (4, 5), (4, 7), (4, 9), (4, 11), (4, 16), (5, 7), (5, 9), (5, 11), (5, 16), (6, 8), (6, 11), (6, 12), (6, 17), (7, 9), (7, 11), (7, 16), (8, 11), (8, 12), (8, 17), (9, 11), (9, 16), (10, 11), (10, 13), (10, 15), (11, 12), (11, 13), (11, 14), (11, 15), (11, 16), (11, 17), (12, 17), (13, 15)]"
295,"[(0, 2), (0, 8), (0, 9), (0, 11), (1, 5), (1, 7), (1, 9), (1, 10), (1, 12), (2, 8), (2, 9), (2, 11), (3, 4), (3, 6), (3, 9), (4, 6), (4, 9), (5, 7), (5, 9), (5, 10), (5, 12), (6, 9), (7, 9), (7, 10), (7, 12), (8, 9), (8, 11), (9, 10), (9, 11), (9, 12), (10, 12)]"
296,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
297,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (4, 5), (4, 6), (4, 7), (4, 8), (5, 6), (5, 7), (5, 8), (6, 7), (6, 8), (7, 8)]"
298,"[(0, 1), (0, 2), (0, 4), (0, 6), (0, 7), (0, 8), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 30), (0, 31), (0, 32), (1, 2), (1, 4), (1, 7), (1, 12), (1, 14), (1, 17), (1, 19), (1, 20), (1, 21), (1, 23), (1, 24), (1, 25), (1, 26), (1, 28), (1, 30), (1, 31), (2, 4), (2, 6), (2, 7), (2, 8), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (2, 16), (2, 17), (2, 18), (2, 19), (2, 20), (2, 21), (2, 22), (2, 23), (2, 24), (2, 25), (2, 26), (2, 27), (2, 28), (2, 30), (2, 31), (2, 32), (3, 5), (3, 6), (3, 7), (3, 9), (3, 11), (3, 15), (3, 26), (3, 29), (3, 32), (4, 7), (4, 17), (4, 19), (4, 24), (4, 26), (4, 30), (5, 7), (5, 9), (5, 15), (5, 26), (5, 29), (6, 7), (6, 8), (6, 10), (6, 11), (6, 13), (6, 16), (6, 17), (6, 18), (6, 22), (6, 26), (6, 27), (6, 30), (6, 32), (7, 8), (7, 9), (7, 10), (7, 11), (7, 12), (7, 13), (7, 14), (7, 15), (7, 16), (7, 17), (7, 18), (7, 19), (7, 20), (7, 21), (7, 22), (7, 23), (7, 24), (7, 25), (7, 26), (7, 27), (7, 28), (7, 29), (7, 30), (7, 31), (7, 32), (8, 11), (8, 13), (8, 16), (8, 17), (8, 22), (8, 26), (8, 30), (9, 15), (9, 26), (9, 29), (10, 11), (10, 16), (10, 17), (10, 18), (10, 26), (10, 27), (10, 30), (10, 32), (11, 13), (11, 16), (11, 17), (11, 18), (11, 22), (11, 26), (11, 27), (11, 30), (11, 32), (12, 14), (12, 17), (12, 20), (12, 21), (12, 23), (12, 25), (12, 26), (12, 28), (12, 30), (12, 31), (13, 16), (13, 17), (13, 22), (13, 26), (13, 30), (14, 17), (14, 20), (14, 21), (14, 23), (14, 25), (14, 26), (14, 28), (14, 30), (14, 31), (15, 26), (15, 29), (16, 17), (16, 18), (16, 22), (16, 26), (16, 27), (16, 30), (16, 32), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23), (17, 24), (17, 25), (17, 26), (17, 27), (17, 28), (17, 30), (17, 31), (17, 32), (18, 26), (18, 27), (18, 30), (18, 32), (19, 24), (19, 26), (19, 30), (20, 21), (20, 23), (20, 25), (20, 26), (20, 28), (20, 30), (20, 31), (21, 23), (21, 25), (21, 26), (21, 28), (21, 30), (21, 31), (22, 26), (22, 30), (23, 25), (23, 26), (23, 28), (23, 30), (23, 31), (24, 26), (24, 30), (25, 26), (25, 28), (25, 30), (25, 31), (26, 27), (26, 28), (26, 29), (26, 30), (26, 31), (26, 32), (27, 30), (27, 32), (28, 30), (28, 31), (30, 31), (30, 32)]"
299,"[(0, 1), (0, 5), (0, 6), (0, 7), (0, 8), (1, 5), (1, 6), (1, 7), (1, 8), (2, 3), (2, 4), (2, 8), (2, 9), (3, 4), (3, 8), (3, 9), (4, 8), (4, 9), (5, 6), (5, 7), (5, 8), (6, 7), (6, 8), (7, 8), (8, 9)]"
300,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
301,"[(0, 2), (0, 5), (0, 6), (1, 3), (1, 4), (1, 5), (1, 7), (1, 8), (2, 5), (2, 6), (3, 4), (3, 5), (3, 7), (3, 8), (4, 5), (4, 7), (4, 8), (5, 6), (5, 7), (5, 8), (7, 8)]"
302,"[(0, 2), (0, 3), (0, 4), (0, 5), (0, 7), (0, 12), (0, 14), (0, 15), (0, 16), (1, 2), (1, 6), (1, 8), (1, 9), (1, 10), (1, 11), (1, 12), (1, 13), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (2, 15), (2, 16), (3, 4), (3, 5), (3, 7), (3, 12), (3, 14), (3, 15), (3, 16), (4, 5), (4, 7), (4, 14), (4, 15), (4, 16), (5, 7), (5, 12), (5, 14), (5, 15), (5, 16), (6, 8), (6, 9), (6, 10), (6, 11), (6, 12), (6, 13), (7, 14), (7, 15), (7, 16), (8, 9), (8, 10), (8, 11), (8, 12), (8, 13), (9, 10), (9, 11), (9, 12), (9, 13), (10, 11), (10, 12), (10, 13), (11, 12), (11, 13), (12, 13), (12, 15), (12, 16), (14, 15), (14, 16), (15, 16)]"
303,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
304,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
305,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
306,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
307,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
308,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
309,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
310,"[(0, 1), (0, 3), (0, 6), (0, 7), (0, 8), (1, 3), (1, 6), (1, 7), (1, 8), (2, 4), (2, 5), (2, 7), (2, 9), (3, 6), (3, 7), (3, 8), (4, 5), (4, 7), (4, 9), (5, 7), (5, 9), (6, 7), (6, 8), (7, 8), (7, 9)]"
311,"[(0, 2), (0, 4), (0, 7), (1, 2), (1, 3), (1, 5), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 5), (3, 6), (3, 8), (4, 7), (6, 8)]"
